City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Porlamar,VE,2020-06-16 06:14:45,10.96,-63.85,68.0,100,23,19.46
307,Buala,SB,2020-06-16 06:14:45,-8.14,159.59,82.74,76,100,7.25
308,Chauk,MM,2020-06-16 06:14:46,20.88,94.82,94.69,47,95,18.5
309,Rawson,AR,2020-06-16 06:14:46,-43.3,-65.1,49.1,53,100,20.67
310,Kavieng,PG,2020-06-16 06:14:46,-2.57,150.8,84.76,73,92,9.95
311,Bansang,GM,2020-06-16 06:14:47,13.43,-14.65,80.6,94,100,7.63
312,Katsuura,JP,2020-06-16 06:14:47,35.13,140.3,87.01,58,20,16.11
313,Lagoa,PT,2020-06-16 06:14:47,39.05,-27.98,63.63,81,0,11.86
314,Isangel,VU,2020-06-16 06:14:47,-19.55,169.27,74.23,71,31,16.82
315,Dharchula,IN,2020-06-16 06:14:48,29.85,80.53,85.41,36,0,6.26
316,Takoradi,GH,2020-06-16 06:14:48,4.88,-1.76,78.31,83,99,3.06
317,Luganville,VU,2020-06-16 06:14:48,-15.53,167.17,80.6,83,75,8.05
318,Adrar,MR,2020-06-16 06:14:49,20.5,-10.07,93.47,17,0,17.05
319,Safaga,EG,2020-06-16 06:14:49,26.73,33.94,80.6,28,0,12.75
320,Trairi,BR,2020-06-16 06:14:49,-3.28,-39.27,74.57,92,6,6.29
321,Soyo,AO,2020-06-16 06:14:51,-6.13,12.37,71.6,88,40,3.36
322,Beatrice,US,2020-06-16 06:14:51,40.27,-96.75,75.2,60,1,9.17
323,Vardo,NO,2020-06-16 06:14:51,70.37,31.11,46.4,69,40,28.86
324,Ozinki,RU,2020-06-16 06:14:51,51.18,49.68,70.99,47,0,7.45
325,Sironko,UG,2020-06-16 06:14:52,1.23,34.25,71.26,72,46,2.37
326,Mincivan,AZ,2020-06-16 06:14:52,39.03,46.72,87.84,31,0,2.68
327,Evensk,RU,2020-06-16 06:14:52,61.95,159.23,60.26,48,96,7.49
328,Aksarka,RU,2020-06-16 06:14:53,66.56,67.8,53.51,48,69,16.37
329,Moose Factory,CA,2020-06-16 06:14:53,51.26,-80.61,62.6,36,1,10.29
330,Broome,US,2020-06-16 06:14:54,42.25,-75.83,54.0,71,1,6.93
331,Hobyo,SO,2020-06-16 06:14:54,5.35,48.53,84.34,58,78,24.72
332,Leticia,CO,2020-06-16 06:14:54,-4.22,-69.94,71.74,98,61,0.85
333,Klaksvik,FO,2020-06-16 06:14:55,62.23,-6.59,51.8,100,90,5.82
334,Victor Harbor,AU,2020-06-16 06:14:55,-35.57,138.62,59.0,88,56,9.4
335,Gazojak,TM,2020-06-16 06:14:56,41.19,61.4,84.49,18,0,17.96
336,Nastola,FI,2020-06-16 06:14:56,60.95,25.93,75.99,60,10,4.7
337,Malanje,AO,2020-06-16 06:14:56,-9.54,16.34,55.24,56,0,6.71
338,Mayumba,GA,2020-06-16 06:14:56,-3.43,10.66,71.85,89,60,2.93
339,Nyurba,RU,2020-06-16 06:14:57,63.28,118.33,74.62,35,7,6.8
340,Shwebo,MM,2020-06-16 06:14:57,22.57,95.7,89.67,57,97,12.06
341,Port Arthur,CN,2020-06-16 06:14:57,38.8,121.27,82.4,34,90,8.95
342,Mareeba,AU,2020-06-16 06:14:58,-17.0,145.43,79.0,68,14,4.0
343,Gasa,PS,2020-06-16 06:14:58,31.5,34.47,75.0,65,0,4.0
344,Kalabo,ZM,2020-06-16 06:14:58,-14.97,22.68,55.87,64,0,8.01
345,Grand Gaube,MU,2020-06-16 06:14:59,-20.01,57.66,75.99,62,80,11.01
346,Hit,IQ,2020-06-16 06:14:59,33.64,42.83,95.4,14,0,18.84
347,Mehamn,NO,2020-06-16 06:14:59,71.04,27.85,44.6,70,40,23.04
348,Palu,ID,2020-06-16 06:14:59,-0.89,119.87,84.16,69,95,0.13
349,Kulevcha,UA,2020-06-16 06:15:00,46.03,29.94,69.35,69,42,6.53
350,Madang,PG,2020-06-16 06:15:00,-5.22,145.8,83.19,77,100,5.88
351,Tura,IN,2020-06-16 06:15:00,25.52,90.22,85.53,78,67,5.79
352,Saint Anthony,US,2020-06-16 06:15:00,45.02,-93.22,73.4,49,1,12.75
353,College,US,2020-06-16 06:15:01,64.86,-147.8,62.6,77,75,1.61
354,Sao Joao Da Barra,BR,2020-06-16 06:15:01,-21.64,-41.05,69.39,82,100,14.36
355,Kvitok,RU,2020-06-16 06:15:01,56.07,98.48,67.05,37,40,7.61
356,Upernavik,GL,2020-06-16 06:15:02,72.79,-56.15,31.01,96,46,12.06
357,Verkhnevilyuysk,RU,2020-06-16 06:15:02,63.45,120.32,76.95,38,73,5.95
358,Braganca,BR,2020-06-16 06:15:03,-1.05,-46.77,72.86,99,61,1.95
359,Lethem,GY,2020-06-16 06:15:04,3.38,-59.8,74.16,92,81,3.36
360,Kutum,SD,2020-06-16 06:15:04,14.2,24.67,81.64,38,48,2.53
361,Yulara,AU,2020-06-16 06:15:04,-25.24,130.99,68.0,24,0,12.75
362,Constantine,DZ,2020-06-16 06:15:05,36.37,6.61,60.8,55,0,2.17
363,Lorengau,PG,2020-06-16 06:15:05,-2.02,147.27,84.36,73,100,9.89
364,Milton,US,2020-06-16 06:11:47,34.13,-84.3,62.01,86,11,1.99
365,Kloulklubed,PW,2020-06-16 06:15:06,7.04,134.26,84.2,74,75,5.82
366,Dawei,MM,2020-06-16 06:15:06,14.08,98.2,84.72,74,100,10.0
367,Mount Isa,AU,2020-06-16 06:15:07,-20.73,139.5,80.6,30,26,10.29
368,North Branch,US,2020-06-16 06:15:07,45.51,-92.98,71.01,66,92,5.99
369,Haines Junction,CA,2020-06-16 06:15:09,60.75,-137.51,56.89,66,100,6.06
370,Husavik,IS,2020-06-16 06:15:09,66.04,-17.34,46.4,61,92,21.92
371,Villa Carlos Paz,AR,2020-06-16 06:15:10,-31.42,-64.5,54.0,66,24,8.05
372,Roma,US,2020-06-16 06:12:39,43.21,-75.46,55.0,81,1,3.36
373,Kavaratti,IN,2020-06-16 06:11:14,10.57,72.64,86.0,74,90,9.17
374,Pangody,RU,2020-06-16 06:15:11,65.85,74.49,50.04,82,100,17.29
375,Tete,MZ,2020-06-16 06:15:11,-16.16,33.59,64.4,82,40,5.26
376,Alcantara,BR,2020-06-16 06:15:11,-2.41,-44.41,77.0,94,20,2.24
377,Panaba,MX,2020-06-16 06:15:12,21.28,-88.27,75.13,91,0,5.75
378,Leshan,CN,2020-06-16 06:15:13,29.56,103.76,97.0,44,51,2.93
379,Nantucket,US,2020-06-16 06:15:14,41.28,-70.1,53.6,87,1,8.05
380,Belyy Yar,RU,2020-06-16 06:15:14,53.6,91.39,64.4,52,14,4.47
381,Port Lincoln,AU,2020-06-16 06:15:14,-34.73,135.87,60.8,65,33,12.33
382,Bolu,TR,2020-06-16 06:14:58,40.67,31.58,69.94,60,77,3.87
383,Gogrial,SS,2020-06-16 06:15:15,8.53,28.1,79.84,71,61,5.01
384,Yankton,US,2020-06-16 06:15:15,42.87,-97.4,78.8,47,1,12.75
385,Saint-Joseph,RE,2020-06-16 06:15:16,-21.37,55.62,73.4,60,25,20.8
386,Sohag,EG,2020-06-16 06:15:17,26.56,31.69,80.6,28,0,6.93
387,Agadez,NE,2020-06-16 06:13:09,19.75,10.25,83.98,17,0,9.37
388,Loanda,AO,2020-06-16 06:12:22,-8.84,13.23,73.4,83,75,5.08
389,Beringovskiy,RU,2020-06-16 06:15:17,63.05,179.32,43.95,84,27,4.21
390,Curuca,BR,2020-06-16 06:15:18,-0.73,-47.85,74.41,95,72,5.06
391,Praia Da Vitoria,PT,2020-06-16 06:15:18,38.73,-27.07,60.8,87,40,8.7
392,Los Llanos De Aridane,ES,2020-06-16 06:15:11,28.66,-17.92,71.6,78,88,4.7
393,Colares,PT,2020-06-16 06:15:18,38.8,-9.45,66.0,91,4,1.99
394,Sao Filipe,CV,2020-06-16 06:15:19,14.9,-24.5,75.92,80,7,3.53
395,Dawlatabad,AF,2020-06-16 06:15:19,36.41,64.91,100.89,8,0,10.51
396,Lasa,IT,2020-06-16 06:15:20,46.62,10.7,48.2,93,75,5.82
397,San Cristobal,VE,2020-06-16 06:15:20,7.77,-72.22,65.12,86,98,2.91
398,Carndonagh,IE,2020-06-16 06:15:20,55.25,-7.27,55.4,91,100,2.17
399,Hashtgerd,IR,2020-06-16 06:15:21,35.96,50.69,80.6,21,1,9.17
400,Magadan,RU,2020-06-16 06:15:21,59.57,150.8,58.77,49,0,10.51
401,Port Said,EG,2020-06-16 06:14:39,31.26,32.28,73.4,78,0,5.82
402,Rosita,NI,2020-06-16 06:15:22,13.93,-84.4,73.09,96,100,2.93
403,Turkmenabat,TM,2020-06-16 06:15:22,39.07,63.58,89.6,25,0,9.17
404,Monrovia,LR,2020-06-16 06:15:22,6.3,-10.8,77.0,94,75,2.77
405,Ust-Uda,RU,2020-06-16 06:15:23,54.17,103.03,53.29,82,100,7.31
406,Kedzierzyn-Kozle,PL,2020-06-16 06:15:23,50.35,18.23,63.0,78,100,3.0
407,Bartica,GY,2020-06-16 06:15:23,6.4,-58.62,73.62,97,69,0.89
408,Weligama,LK,2020-06-16 06:15:24,5.97,80.42,83.59,82,99,12.17
409,Rocha,UY,2020-06-16 06:15:24,-34.48,-54.33,53.94,93,47,10.2
410,Russkaya Polyana,UA,2020-06-16 06:15:24,49.42,31.92,72.1,79,2,9.69
411,Playas,EC,2020-06-16 06:15:24,-2.63,-80.38,72.09,76,72,7.47
412,Hambantota,LK,2020-06-16 06:15:25,6.12,81.12,89.6,75,75,14.99
413,Stuttgart,DE,2020-06-16 06:15:25,48.78,9.18,59.0,87,40,1.12
414,Vila Do Maio,CV,2020-06-16 06:15:26,15.13,-23.22,78.8,83,20,3.36
415,Bend,US,2020-06-16 06:12:12,44.06,-121.32,46.99,70,75,4.7
416,Tadine,NC,2020-06-16 06:15:26,-21.55,167.88,73.87,75,1,11.88
417,Baghdad,IQ,2020-06-16 06:15:10,33.34,44.4,96.8,19,0,6.93
418,Yushan,CN,2020-06-16 06:15:27,31.38,120.95,75.99,88,75,8.95
419,Itarema,BR,2020-06-16 06:15:27,-2.92,-39.92,75.78,89,19,9.55
420,Aykhal,RU,2020-06-16 06:15:28,66.0,111.5,53.6,58,90,8.95
421,Tosya,TR,2020-06-16 06:15:28,41.02,34.04,64.4,77,20,3.36
422,Pochutla,MX,2020-06-16 06:15:29,15.74,-96.47,76.03,87,69,2.73
423,Padang,ID,2020-06-16 06:12:33,-0.95,100.35,85.53,71,86,5.44
424,Eureka,US,2020-06-16 06:15:29,40.8,-124.16,55.0,93,75,3.96
425,Calama,CL,2020-06-16 06:15:30,-22.47,-68.93,50.0,23,3,19.46
426,Kargasok,RU,2020-06-16 06:15:30,59.06,80.86,62.62,38,2,7.67
427,Ixtapa,MX,2020-06-16 06:15:31,20.7,-105.2,78.01,73,20,2.24
428,Campbell River,CA,2020-06-16 06:15:12,50.02,-125.24,53.6,87,75,5.82
429,Kovilj,RS,2020-06-16 06:15:31,45.23,20.02,64.99,100,90,4.7
430,Sysert,RU,2020-06-16 06:15:32,56.5,60.82,75.2,33,18,6.71
431,Lata,PT,2020-06-16 06:15:32,40.16,-8.33,62.01,94,84,1.59
432,Murfreesboro,US,2020-06-16 06:15:32,35.85,-86.39,64.4,72,1,3.83
433,Biltine,TD,2020-06-16 06:15:32,14.53,20.92,87.82,40,0,11.72
434,Beauvais,FR,2020-06-16 06:15:33,49.42,2.0,57.99,100,90,3.36
435,Yarada,IN,2020-06-16 06:15:33,17.65,83.27,82.4,88,90,5.82
436,Hailar,CN,2020-06-16 06:15:34,49.2,119.7,79.52,34,37,5.64
437,Leh,IN,2020-06-16 06:15:35,34.17,77.58,56.44,35,19,4.88
438,Hokitika,NZ,2020-06-16 06:15:35,-42.72,170.97,57.15,91,63,1.41
439,Kijang,KR,2020-06-16 06:15:37,35.24,129.21,84.2,39,40,14.99
440,Matehuala,MX,2020-06-16 06:15:38,23.65,-100.65,64.08,73,18,13.09
441,Ahuimanu,US,2020-06-16 06:15:38,21.44,-157.84,87.8,52,90,11.41
442,Jiaozhou,CN,2020-06-16 06:15:38,36.28,120.0,91.99,35,95,8.95
443,Santiago,CL,2020-06-16 06:13:31,-33.46,-70.65,42.8,100,93,6.93
444,Nchelenge,ZM,2020-06-16 06:15:39,-9.35,28.73,62.02,62,0,6.38
445,Lamar,US,2020-06-16 06:15:39,33.67,-95.58,75.2,83,1,5.82
446,Andenes,NO,2020-06-16 06:15:39,69.31,16.12,46.4,75,75,5.82
447,Point Pleasant,US,2020-06-16 06:15:39,40.08,-74.07,62.01,73,1,4.7
448,Sambava,MG,2020-06-16 06:15:40,-14.27,50.17,72.97,86,100,13.04
449,Kununurra,AU,2020-06-16 06:14:59,-15.77,128.73,89.6,21,0,12.75
450,Nalut,LY,2020-06-16 06:15:40,30.33,10.85,70.68,31,0,14.03
451,Xinmin,CN,2020-06-16 06:15:41,41.99,122.83,87.8,22,21,2.24
452,Kamina,CD,2020-06-16 06:15:41,-8.74,24.99,62.31,54,0,7.7
453,Kushiro,JP,2020-06-16 06:15:41,42.98,144.37,59.0,100,75,9.17
454,El Alto,PE,2020-06-16 06:15:42,-4.27,-81.21,65.48,79,52,12.01
455,Savinka,RU,2020-06-16 06:15:42,50.08,47.1,73.74,43,6,12.71
456,Piedecuesta,CO,2020-06-16 06:15:43,6.99,-73.05,67.86,71,84,1.54
457,Te Anau,NZ,2020-06-16 06:15:43,-45.42,167.72,51.6,87,92,4.63
458,Naze,JP,2020-06-16 06:15:43,28.37,129.48,80.6,88,75,14.99
459,Jiuquan,CN,2020-06-16 06:15:44,39.74,98.52,81.66,19,100,2.33
460,Cape Canaveral,US,2020-06-16 06:15:45,28.41,-80.6,75.0,78,1,6.93
461,Smithers,CA,2020-06-16 06:15:45,54.78,-127.17,57.2,47,40,9.17
462,Vila Franca Do Campo,PT,2020-06-16 06:15:46,37.72,-25.43,60.8,77,20,8.05
463,Bayir,TR,2020-06-16 06:15:46,37.27,28.22,71.6,64,0,3.36
464,Thompson,CA,2020-06-16 06:15:47,55.74,-97.86,60.8,77,20,9.17
465,Aktau,KZ,2020-06-16 06:15:47,43.65,51.2,87.8,14,100,22.37
466,Namatanai,PG,2020-06-16 06:15:48,-3.67,152.43,84.11,70,78,7.43
467,Slave Lake,CA,2020-06-16 06:15:48,55.28,-114.77,51.8,71,75,9.17
468,Santa Rosa,PH,2020-06-16 06:15:48,14.31,121.11,93.2,59,40,10.29
469,Ozernovskiy,RU,2020-06-16 06:15:48,51.5,156.52,47.14,77,36,4.07
470,Waw,SS,2020-06-16 06:15:49,7.7,28.0,78.37,74,27,4.85
471,Sorland,NO,2020-06-16 06:15:49,67.67,12.69,50.0,76,60,14.99
472,Agbor,NG,2020-06-16 06:15:50,6.25,6.19,74.34,96,99,3.36
473,Wattegama,LK,2020-06-16 06:15:50,6.8,81.48,89.6,75,75,14.99
474,Derzhavinsk,KZ,2020-06-16 06:15:50,51.1,66.32,67.59,43,43,14.61
475,Kharp,RU,2020-06-16 06:15:51,66.8,65.81,45.66,59,97,9.73
476,Marolambo,MG,2020-06-16 06:15:52,-20.05,48.12,65.23,74,46,1.72
477,Cabedelo,BR,2020-06-16 06:15:52,-6.98,-34.83,76.53,85,33,12.86
478,Alta Floresta,BR,2020-06-16 06:15:52,-9.88,-56.09,70.61,77,55,3.8
479,Yar-Sale,RU,2020-06-16 06:15:53,66.83,70.83,49.5,53,96,16.11
480,Coffs Harbour,AU,2020-06-16 06:15:53,-30.3,153.13,66.99,72,2,3.36
481,Tecoanapa,MX,2020-06-16 06:15:54,16.52,-98.75,81.3,80,79,2.98
482,Huarmey,PE,2020-06-16 06:15:54,-10.07,-78.15,61.9,86,37,6.22
483,Ahipara,NZ,2020-06-16 06:15:54,-35.17,173.17,57.4,85,100,8.25
484,Sharan,RU,2020-06-16 06:15:54,54.82,54.0,67.33,67,0,3.13
485,Griffith,US,2020-06-16 06:15:55,41.53,-87.42,59.0,87,1,4.27
486,De-Kastri,RU,2020-06-16 06:15:55,51.47,140.78,48.31,80,95,4.14
487,Talnakh,RU,2020-06-16 06:15:55,69.49,88.4,42.8,93,90,22.37
488,Yeppoon,AU,2020-06-16 06:15:55,-23.13,150.73,78.8,47,20,5.82
489,Juneau,US,2020-06-16 06:11:18,58.3,-134.42,53.6,81,75,10.29
490,Bara,NG,2020-06-16 06:15:56,10.37,10.73,77.92,77,10,8.05
491,Severo-Kurilsk,RU,2020-06-16 06:15:56,50.68,156.12,42.87,83,97,14.16
492,Ilave,PE,2020-06-16 06:15:57,-16.08,-69.67,36.61,82,78,2.19
493,Sokoni,TZ,2020-06-16 06:15:57,-6.43,39.55,75.2,88,20,9.17
494,Coralville,US,2020-06-16 06:15:57,41.68,-91.58,64.4,63,1,3.36
495,Carutapera,BR,2020-06-16 06:15:58,-1.2,-46.02,75.76,93,56,6.08
496,Hatillo,PR,2020-06-16 06:15:58,18.49,-66.83,75.0,88,99,5.73
497,Ilulissat,GL,2020-06-16 06:15:58,69.22,-51.1,37.4,51,59,9.17
498,Angoche,MZ,2020-06-16 06:15:59,-16.23,39.91,72.32,83,71,10.09
499,Belmonte,BR,2020-06-16 06:15:59,-15.86,-38.88,75.2,78,90,8.05
500,Chicama,PE,2020-06-16 06:16:00,-7.84,-79.15,63.99,83,65,4.79
501,Sooke,CA,2020-06-16 06:16:00,48.37,-123.73,53.01,73,100,8.01
502,Abaetetuba,BR,2020-06-16 06:11:14,-1.72,-48.88,77.0,94,40,4.7
503,Chifeng,CN,2020-06-16 06:16:00,42.27,118.96,91.24,15,87,4.23
504,Goderich,CA,2020-06-16 06:16:01,43.75,-81.72,60.01,65,0,1.01
505,Vigrestad,NO,2020-06-16 06:16:01,58.57,5.7,64.0,87,0,3.36
506,Solnechnyy,RU,2020-06-16 06:16:02,50.72,136.63,50.9,70,100,9.04
507,Sabang,ID,2020-06-16 06:16:02,5.89,95.32,82.26,76,100,16.91
508,Borovsk,RU,2020-06-16 06:16:02,55.21,36.49,69.8,64,100,4.47
509,Ayr,GB,2020-06-16 06:16:02,55.46,-4.63,60.01,87,40,4.52
510,Vao,NC,2020-06-16 06:16:03,-22.67,167.48,73.81,77,15,18.63
511,Taksimo,RU,2020-06-16 06:16:03,56.34,114.88,83.88,27,5,2.1
512,Havre-Saint-Pierre,CA,2020-06-16 06:16:03,50.23,-63.6,44.6,93,75,5.82
513,Tarko-Sale,RU,2020-06-16 06:16:03,64.92,77.78,55.0,85,100,21.27
514,Clarence Town,AU,2020-06-16 06:16:04,-32.58,151.78,66.99,55,0,11.41
515,Ukiah,US,2020-06-16 06:16:04,39.15,-123.21,59.0,62,1,4.7
516,Santa Vitoria Do Palmar,BR,2020-06-16 06:16:04,-33.52,-53.37,57.45,92,74,9.73
517,Santiago Del Estero,AR,2020-06-16 06:11:47,-27.8,-64.26,57.2,65,23,6.33
518,Kampong Thum,KH,2020-06-16 06:16:05,12.71,104.89,92.12,57,46,8.97
519,Rapar,IN,2020-06-16 06:16:05,23.57,70.63,96.71,42,81,8.93
520,Galesong,ID,2020-06-16 06:16:05,-5.32,119.37,84.2,83,40,8.05
521,Poso,ID,2020-06-16 06:16:06,-1.4,120.75,86.5,64,75,5.93
522,Mackenzie,CA,2020-06-16 06:16:06,55.3,-123.17,50.0,93,90,4.34
523,Peniche,PT,2020-06-16 06:16:01,39.36,-9.38,62.01,91,25,1.01
524,Zhigansk,RU,2020-06-16 06:12:05,66.77,123.37,65.21,60,89,15.99
525,Taiyuan,CN,2020-06-16 06:16:07,37.87,112.56,69.8,60,100,4.47
526,Coro,VE,2020-06-16 06:13:09,11.4,-69.67,79.18,82,89,13.89
527,Zagare,LT,2020-06-16 06:16:07,56.36,23.25,64.4,72,0,4.7
528,Datong,CN,2020-06-16 06:11:12,40.09,113.29,85.26,17,60,4.79
529,Wilmington,US,2020-06-16 06:16:07,34.23,-77.94,66.0,100,90,12.75
530,Kalga,RU,2020-06-16 06:16:08,50.93,118.9,80.64,33,60,3.94
531,Cedral,MX,2020-06-16 06:16:08,23.8,-100.73,62.78,74,9,15.28
532,Nizwa,OM,2020-06-16 06:12:56,22.93,57.53,102.87,17,99,3.18
533,Svetlaya,RU,2020-06-16 06:16:08,46.54,138.33,49.17,87,99,14.47
534,Pokrovsk,UA,2020-06-16 06:16:09,48.28,37.18,70.39,56,78,13.42
535,Deniliquin,AU,2020-06-16 06:16:09,-35.53,144.97,59.0,79,87,8.97
536,Maxixe,MZ,2020-06-16 06:16:09,-23.86,35.35,64.4,82,75,10.25
537,Melo,UY,2020-06-16 06:16:09,-32.37,-54.18,52.95,93,66,5.93
538,Bonthe,SL,2020-06-16 06:16:10,7.53,-12.51,77.7,89,53,5.66
539,Roald,NO,2020-06-16 06:16:10,62.58,6.13,68.0,93,90,9.17
540,Svetlogorsk,BY,2020-06-16 06:16:10,52.63,29.73,70.09,90,25,7.05
541,Musiri,IN,2020-06-16 06:16:11,10.93,78.45,95.0,39,40,14.99
542,Mgachi,RU,2020-06-16 06:16:11,51.05,142.27,54.66,64,95,8.37
543,Gorin,RU,2020-06-16 06:16:11,51.2,136.67,55.87,62,99,10.83
544,Merauke,ID,2020-06-16 06:16:11,-8.47,140.33,80.94,79,75,20.49
545,Pokhara,NP,2020-06-16 06:16:12,28.23,83.98,86.38,55,48,6.46
546,Arlit,NE,2020-06-16 06:16:12,18.74,7.39,93.47,10,1,10.78
547,Columbus,US,2020-06-16 06:15:30,39.96,-83.0,63.0,77,20,6.82
548,Plettenberg Bay,ZA,2020-06-16 06:16:13,-34.05,23.37,55.08,73,0,2.89
549,Mehran,IR,2020-06-16 06:16:13,33.12,46.16,87.8,16,0,4.7
550,Sibolga,ID,2020-06-16 06:16:13,1.74,98.78,86.97,63,100,6.31
551,Jinka,ET,2020-06-16 06:16:13,5.65,36.65,64.89,86,82,3.67
552,Acapulco,MX,2020-06-16 06:15:05,16.86,-99.89,80.96,79,58,4.9
553,Taoudenni,ML,2020-06-16 06:16:14,22.68,-3.98,93.29,13,0,12.71
554,Gornopravdinsk,RU,2020-06-16 06:16:14,60.05,69.9,76.37,39,34,8.81
555,North Bend,US,2020-06-16 06:16:15,43.41,-124.22,55.4,93,90,5.82
556,Waipawa,NZ,2020-06-16 06:16:15,-41.41,175.52,55.99,76,75,1.01
557,Ashti,IN,2020-06-16 06:16:16,19.38,76.23,84.31,66,95,4.45
558,Burnie,AU,2020-06-16 06:16:16,-41.07,145.92,53.01,64,86,15.99
559,Madras,IN,2020-06-16 06:11:20,13.09,80.28,98.6,39,40,12.75
560,Batagay-Alyta,RU,2020-06-16 06:16:16,67.8,130.41,72.07,33,85,19.44
561,Nemours,FR,2020-06-16 06:16:17,48.28,2.69,57.99,100,90,4.7
562,Lompoc,US,2020-06-16 06:14:35,34.64,-120.46,55.4,87,100,10.29
563,Cayenne,GF,2020-06-16 06:15:09,4.93,-52.33,77.0,100,90,3.76
564,Beyneu,KZ,2020-06-16 06:16:17,45.32,55.2,79.09,23,4,17.43
565,Camocim,BR,2020-06-16 06:14:38,-2.9,-40.84,75.02,89,20,8.75
566,Pacific Grove,US,2020-06-16 06:16:18,36.62,-121.92,59.0,82,20,8.05
567,Sijunjung,ID,2020-06-16 06:16:18,-0.69,100.95,89.65,55,100,4.25
568,Ginda,IN,2020-06-16 06:16:18,30.69,78.49,86.4,17,0,4.88
569,Hurghada,EG,2020-06-16 06:16:19,27.26,33.81,80.6,28,0,12.75
570,Dese,ET,2020-06-16 06:16:20,11.13,39.63,66.58,34,58,2.68
571,Meru,KE,2020-06-16 06:16:20,0.05,37.66,65.55,65,84,3.47
572,Luzhou,CN,2020-06-16 06:16:20,28.87,105.44,94.33,53,62,4.85
573,Kyra,RU,2020-06-16 06:16:21,49.58,111.98,84.36,29,83,6.4
574,Rafael Lara Grajales,MX,2020-06-16 06:16:21,19.25,-97.78,52.84,80,22,4.0
575,Guayaramerin,BO,2020-06-16 06:16:21,-10.84,-65.36,69.94,90,87,1.57
576,Mayo,US,2020-06-16 06:16:22,38.89,-76.51,64.99,72,1,6.93
577,Etchoropo,MX,2020-06-16 06:16:23,26.77,-109.67,84.0,62,0,1.99
578,Tayoltita,MX,2020-06-16 06:16:23,24.08,-105.93,72.14,72,2,1.28
579,Presidente Franco,PY,2020-06-16 06:16:23,-25.53,-54.62,66.2,88,3,10.29
580,Praia,CV,2020-06-16 06:15:07,14.92,-23.51,78.8,83,20,3.36
581,Maneadero,MX,2020-06-16 06:16:24,31.72,-116.57,63.0,83,3,1.01
