City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
313,Nouadhibou,MR,20.93,-17.03,71.6,73,0,18.34,clear sky,0.0,0
314,Kununurra,AU,-15.77,128.73,89.6,25,0,13.87,clear sky,0.0,0
315,Ayan,RU,56.45,138.17,43.68,92,99,8.88,overcast clouds,0.0,0
316,Clyde River,CA,70.47,-68.59,30.2,100,1,13.87,clear sky,0.0,0
317,Tezu,IN,27.92,96.17,85.73,64,83,2.13,broken clouds,0.0,0
318,Maua,BR,-23.67,-46.46,66.99,68,0,2.24,clear sky,0.0,0
319,Ayorou,NE,14.73,0.92,86.07,52,31,10.09,scattered clouds,0.0,0
320,Acapulco,MX,16.86,-99.89,81.5,70,91,2.17,overcast clouds,0.0,0
321,Sarh,TD,9.14,18.39,73.4,83,20,5.53,thunderstorm,0.0,0
322,Tamandare,BR,-8.76,-35.1,76.59,82,40,11.39,scattered clouds,0.0,0
323,Port Lincoln,AU,-34.73,135.87,54.93,63,68,23.91,broken clouds,0.0,0
324,El Vigia,VE,8.62,-71.65,76.15,73,94,5.23,overcast clouds,0.0,0
325,Baghdad,IQ,33.34,44.4,77.0,33,0,4.7,clear sky,0.0,0
326,Maniitsoq,GL,65.42,-52.9,37.11,85,88,11.3,overcast clouds,0.0,0
327,Poyarkovo,RU,49.6,128.68,71.98,59,100,10.54,overcast clouds,0.0,0
328,Champerico,GT,14.3,-91.92,82.54,78,100,4.7,overcast clouds,0.0,0
329,Anadyr,RU,64.75,177.48,77.0,38,20,8.95,few clouds,0.0,0
330,Laguna,US,38.42,-121.42,77.0,49,1,11.41,clear sky,0.0,0
331,Praia Da Vitoria,PT,38.73,-27.07,66.2,82,20,10.8,few clouds,0.0,0
332,Kefamenanu,ID,-9.45,124.48,78.21,76,88,11.14,light rain,0.25,0
333,Kalmunai,LK,7.42,81.82,89.13,53,94,3.4,overcast clouds,0.0,0
334,Peniche,PT,39.36,-9.38,64.0,85,0,4.0,clear sky,0.0,0
335,Sao Joao Da Barra,BR,-21.64,-41.05,71.28,91,42,10.13,scattered clouds,0.0,0
336,Belmonte,BR,-15.86,-38.88,75.2,78,20,8.05,few clouds,0.0,0
337,Yantal,RU,56.85,105.25,80.08,32,99,0.49,overcast clouds,0.0,0
338,Roma,US,43.21,-75.46,69.8,73,40,4.7,scattered clouds,0.0,0
339,Tongchuan,CN,35.08,109.09,80.17,44,57,9.57,broken clouds,0.0,0
340,Apartado,CO,7.88,-76.63,76.15,90,100,4.52,overcast clouds,0.0,0
341,Kavaratti,IN,10.57,72.64,86.0,74,40,5.82,scattered clouds,0.0,0
342,Tepoztlan,MX,18.98,-99.1,69.8,49,75,11.41,broken clouds,0.0,0
343,Nouakchott,MR,18.09,-15.98,74.62,72,26,10.42,scattered clouds,0.0,0
344,Bichena,ET,10.45,38.2,57.85,74,1,1.99,clear sky,0.0,0
345,Kodiak,US,57.79,-152.41,53.6,71,75,11.41,broken clouds,0.0,0
346,Airai,TL,-8.93,125.41,70.59,73,98,5.57,overcast clouds,0.0,0
347,Taseyevo,RU,57.22,94.9,60.57,79,100,5.17,overcast clouds,0.0,0
348,Khani,GE,41.96,42.96,64.4,88,75,4.7,broken clouds,0.0,0
349,Sale,MA,34.04,-6.82,64.0,93,40,5.82,scattered clouds,0.0,0
350,Villa Carlos Paz,AR,-31.42,-64.5,53.01,53,0,8.05,clear sky,0.0,0
351,Kangly,RU,44.25,43.03,69.8,73,95,11.18,light rain,0.28,0
352,Tres Arroyos,AR,-38.37,-60.28,47.1,54,0,9.78,clear sky,0.0,0
353,Leh,IN,34.17,77.58,52.39,41,26,6.53,scattered clouds,0.0,0
354,Gorontalo,ID,0.54,123.06,89.11,57,77,4.07,broken clouds,0.0,0
355,Balakhta,RU,55.38,91.6,55.22,94,98,5.44,light rain,0.34,0
356,Eenhana,NA,-17.47,16.33,50.0,66,82,4.7,broken clouds,0.0,0
357,Mitu,CO,1.2,-70.17,72.07,97,100,0.45,light rain,0.27,0
358,Husavik,IS,66.04,-17.34,46.4,87,90,6.93,overcast clouds,0.0,0
359,Lorengau,PG,-2.02,147.27,83.62,76,94,4.52,moderate rain,3.22,0
360,Wolkersdorf,AT,48.38,16.52,62.01,77,100,8.99,overcast clouds,0.0,0
361,Cameron Park,US,38.67,-120.99,81.0,37,91,3.62,overcast clouds,0.0,0
362,Constitucion,CL,-35.33,-72.42,54.37,92,98,7.63,light rain,0.22,0
363,Melfi,IT,41.0,15.65,64.4,82,40,5.82,scattered clouds,0.0,0
364,Inhambane,MZ,-23.86,35.38,63.68,86,11,6.49,few clouds,0.0,0
365,Huarmey,PE,-10.07,-78.15,62.31,85,54,7.67,broken clouds,0.0,0
366,Cabo San Lucas,MX,22.89,-109.91,84.2,42,5,14.45,clear sky,0.0,0
367,Fukue,JP,32.69,128.84,75.2,73,75,9.17,broken clouds,0.0,0
368,Ancud,CL,-41.87,-73.82,48.0,93,90,11.41,overcast clouds,0.0,0
369,Tarpon Springs,US,28.15,-82.76,82.0,78,1,5.48,clear sky,0.0,0
370,Hasaki,JP,35.73,140.83,82.99,74,75,5.82,broken clouds,0.0,0
371,Turbat,PK,26.0,63.04,86.67,65,18,3.76,few clouds,0.0,0
372,Abu Samrah,SY,35.3,37.18,69.17,67,9,17.69,clear sky,0.0,0
373,Estelle,US,29.85,-90.11,81.0,93,11,4.16,few clouds,0.0,0
374,Ballina,AU,-28.87,153.57,66.2,68,75,6.93,broken clouds,0.0,0
375,Suntar,RU,62.14,117.63,80.37,32,56,4.92,broken clouds,0.0,0
376,Hokitika,NZ,-42.72,170.97,56.8,66,62,2.75,broken clouds,0.0,0
377,Jeremie,HT,18.65,-74.12,80.55,76,3,2.95,clear sky,0.0,0
378,Egvekinot,RU,66.32,-179.17,61.75,34,2,3.91,clear sky,0.0,0
379,Dudinka,RU,69.41,86.18,48.2,87,75,11.18,broken clouds,0.0,0
380,Nabire,ID,-3.37,135.48,86.9,63,65,4.72,light rain,0.19,0
381,Zeya,RU,53.75,127.27,57.38,90,100,4.94,moderate rain,1.36,0
382,Souillac,MU,-20.52,57.52,69.8,88,75,12.75,shower rain,0.0,0
383,Fairlie,GB,55.76,-4.86,54.0,90,91,6.31,overcast clouds,0.0,0
384,Lo Arado,MX,19.62,-104.58,73.35,77,23,0.74,light rain,0.22,0
385,Darhan,MN,49.49,105.92,72.64,45,79,11.61,broken clouds,0.0,0
386,Baruun-Urt,MN,46.68,113.28,76.44,51,97,14.0,overcast clouds,0.0,0
387,Lancaster,US,40.25,-76.25,70.0,83,75,3.36,broken clouds,0.0,0
388,Shimoda,JP,34.67,138.95,77.0,69,75,9.17,broken clouds,0.0,0
389,Lae,PG,-6.72,146.98,85.26,58,8,7.87,clear sky,0.0,0
390,Salvador,SV,13.83,-88.92,77.0,88,86,3.36,overcast clouds,0.0,0
391,Norman Wells,CA,65.28,-126.83,78.8,41,75,6.93,broken clouds,0.0,0
392,Nemuro,JP,43.32,145.57,55.4,93,75,10.29,light intensity shower rain,0.0,0
393,San Jeronimo,PE,-11.95,-75.28,45.25,71,6,1.43,clear sky,0.0,0
394,Urengoy,RU,65.97,78.37,53.47,46,90,9.64,overcast clouds,0.0,0
395,Jalalpur Pirwala,PK,29.51,71.22,99.41,40,0,17.29,clear sky,0.0,0
396,Leningradskiy,RU,69.38,178.42,46.56,58,13,5.95,few clouds,0.0,0
397,Doha,QA,25.29,51.53,91.4,38,7,5.82,clear sky,0.0,0
398,Hermitage,US,41.23,-80.45,64.99,88,40,3.36,fog,0.0,0
399,Negombo,LK,7.21,79.84,86.0,66,20,6.93,few clouds,0.0,0
400,Lublin,PL,51.0,23.0,62.6,100,90,4.7,fog,0.0,0
401,Molodizhne,UA,48.18,32.66,64.4,88,96,6.71,overcast clouds,0.0,0
402,Klaksvik,FO,62.23,-6.59,50.0,100,98,18.34,overcast clouds,0.0,0
403,Rocha,UY,-34.48,-54.33,49.39,93,49,3.15,scattered clouds,0.0,0
404,Sangmelima,CM,2.93,11.98,65.5,99,98,1.95,overcast clouds,0.0,0
405,Verkhnevilyuysk,RU,63.45,120.32,82.33,32,1,4.09,clear sky,0.0,0
406,Altos Del Rosario,CO,8.79,-74.17,76.86,96,100,0.81,light rain,0.3,0
407,Grande Prairie,CA,55.17,-118.8,75.2,47,20,2.24,few clouds,0.0,0
408,Cuamba,MZ,-14.8,36.54,55.22,95,96,6.42,overcast clouds,0.0,0
409,Bonavista,CA,48.65,-53.11,43.88,96,100,9.55,light rain,0.31,0
410,Masuguru,TZ,-11.37,38.42,63.97,84,3,3.33,clear sky,0.0,0
411,Maningrida,AU,-12.07,134.27,86.77,52,9,11.1,clear sky,0.0,0
412,Makakilo City,US,21.35,-158.09,82.4,57,90,13.87,overcast clouds,0.0,0
413,Roald,NO,62.58,6.13,71.6,43,78,13.87,broken clouds,0.0,0
414,Kalianget,ID,-7.05,113.93,84.51,65,77,10.76,broken clouds,0.0,0
415,Pierre,US,44.37,-100.35,66.0,59,40,9.17,scattered clouds,0.0,0
416,Talcahuano,CL,-36.72,-73.12,53.6,100,90,8.05,overcast clouds,0.0,0
417,Bandar-E Anzali,IR,37.47,49.46,80.6,61,20,11.41,few clouds,0.0,0
418,Mukhen,RU,48.1,136.1,68.7,53,60,5.75,broken clouds,0.0,0
419,Tullow,IE,52.8,-6.74,46.0,92,70,3.56,broken clouds,0.0,0
420,Minnedosa,CA,50.25,-99.84,53.6,54,20,8.05,few clouds,0.0,0
421,Gigmoto,PH,13.78,124.39,87.51,65,4,7.47,light rain,0.12,0
422,Zheleznodorozhnyy,RU,55.75,38.0,72.0,93,2,4.47,clear sky,0.0,0
423,Mangan,IN,27.52,88.53,78.1,60,98,2.55,light rain,0.37,0
424,Aljezur,PT,37.32,-8.8,63.0,68,0,10.67,clear sky,0.0,0
425,Kutum,SD,14.2,24.67,72.03,36,6,7.96,clear sky,0.0,0
426,Ryotsu,JP,38.08,138.43,71.6,60,20,11.41,few clouds,0.0,0
427,Pacific Grove,US,36.62,-121.92,60.8,77,75,6.93,broken clouds,0.0,0
428,Praia,CV,14.92,-23.51,75.2,78,20,10.29,few clouds,0.0,0
429,Nelson Bay,AU,-32.72,152.15,68.0,55,6,8.05,clear sky,0.0,0
430,Paita,PE,-5.09,-81.11,64.72,85,1,11.39,clear sky,0.0,0
431,Richmond Hill,CA,43.87,-79.44,72.0,76,71,1.63,broken clouds,0.0,0
432,Bad Neuenahr-Ahrweiler,DE,50.55,7.1,55.0,97,4,2.28,clear sky,0.0,0
433,Tamworth,GB,52.63,-1.7,50.0,100,63,4.7,broken clouds,0.0,0
434,Marsh Harbour,BS,26.54,-77.06,80.13,83,100,6.73,light rain,0.73,0
435,Atherton,GB,53.52,-2.49,50.0,95,3,1.01,clear sky,0.0,0
436,Gold Coast,AU,-28.0,153.43,70.0,64,90,8.05,overcast clouds,0.0,0
437,Platanos,GR,37.67,21.62,66.2,88,40,4.74,scattered clouds,0.0,0
438,Sorland,NO,67.67,12.69,52.5,68,4,17.38,clear sky,0.0,0
439,Sitka,US,57.05,-135.33,55.4,93,90,4.7,moderate rain,2.03,0
440,Carbonear,CA,47.73,-53.21,44.01,100,97,9.33,overcast clouds,0.0,0
441,Khowai,IN,24.1,91.63,89.6,70,40,3.36,scattered clouds,0.0,0
442,Quemado De Guines,CU,22.79,-80.25,75.2,94,40,2.24,scattered clouds,0.0,0
443,Wanning,CN,18.8,110.4,88.03,70,60,13.15,broken clouds,0.0,0
444,Sembe,CG,1.65,14.58,68.94,93,24,1.7,few clouds,0.0,0
445,General Pico,AR,-35.66,-63.76,48.99,49,0,2.95,clear sky,0.0,0
446,Tarauaca,BR,-8.16,-70.77,73.15,88,1,2.77,clear sky,0.0,0
447,Tanete,ID,-3.94,119.78,77.85,89,100,10.78,moderate rain,1.19,0
448,Punta Alta,AR,-38.88,-62.07,51.21,52,4,12.08,clear sky,0.0,0
449,Vysokopillya,UA,47.49,33.53,64.4,88,98,6.71,overcast clouds,0.0,0
450,Mangrol,IN,21.12,70.12,86.81,74,31,17.29,scattered clouds,0.0,0
451,Makokou,GA,0.57,12.86,68.67,96,67,2.64,broken clouds,0.0,0
452,Kingaroy,AU,-26.53,151.83,64.4,63,90,9.17,overcast clouds,0.0,0
453,Margate,GB,51.38,1.39,57.99,85,100,1.99,overcast clouds,0.0,0
454,Henties Bay,NA,-22.12,14.28,66.99,43,0,18.43,clear sky,0.0,0
455,Sao Raimundo Das Mangabeiras,BR,-7.02,-45.48,73.29,66,9,3.04,clear sky,0.0,0
456,Svetlaya,RU,46.54,138.33,52.88,77,95,9.46,overcast clouds,0.0,0
457,Srandakan,ID,-7.94,110.25,84.36,71,69,14.2,broken clouds,0.0,0
458,Nesoddtangen,NO,59.87,10.66,66.0,73,39,1.01,scattered clouds,0.0,0
459,Marfino,RU,55.7,37.38,72.0,82,0,6.71,clear sky,0.0,0
460,Jurado,CO,7.11,-77.76,78.39,88,100,3.42,moderate rain,2.54,0
461,Senador Guiomard,BR,-10.15,-67.74,73.4,100,57,4.7,broken clouds,0.0,0
462,Turka,UA,49.15,23.03,61.0,98,90,1.14,overcast clouds,0.0,0
463,Mittersill,AT,47.27,12.48,48.99,97,100,2.06,light rain,0.87,0
464,Glushkovo,RU,51.34,34.63,66.69,92,88,9.33,overcast clouds,0.0,0
465,Shingu,JP,33.73,135.98,77.0,65,75,10.29,broken clouds,0.0,0
466,Ise,JP,34.48,136.7,78.01,65,100,5.99,overcast clouds,0.0,0
467,Nicholasville,US,37.88,-84.57,70.0,88,1,5.82,clear sky,0.0,0
468,Lata,PT,40.16,-8.33,60.01,83,0,2.93,clear sky,0.0,0
469,Dzheyrakh,RU,42.82,44.68,68.0,82,92,6.71,overcast clouds,0.0,0
470,Yatou,CN,37.15,122.38,81.32,53,67,12.91,broken clouds,0.0,0
471,Haines Junction,CA,60.75,-137.51,63.91,37,100,4.47,overcast clouds,0.0,0
472,Bathsheba,BB,13.22,-59.52,78.8,88,75,16.11,light rain,0.0,0
473,Ust-Maya,RU,60.42,134.53,78.53,30,36,6.82,scattered clouds,0.0,0
474,Havelock,US,34.88,-76.9,77.0,83,90,6.04,light rain,0.51,0
475,Koryukivka,UA,51.77,32.25,67.53,90,43,9.62,scattered clouds,0.0,0
476,Atasu,KZ,48.68,71.64,57.81,44,15,9.86,few clouds,0.0,0
477,Caraballeda,VE,10.61,-66.85,72.0,84,98,9.26,overcast clouds,0.0,0
478,Malbork,PL,54.04,19.03,63.0,100,90,8.05,mist,0.0,0
479,Bandar,ID,2.05,99.75,88.23,59,100,1.79,light rain,0.28,0
480,Lufkin,US,31.34,-94.73,80.6,69,1,4.7,clear sky,0.0,0
481,Lipin Bor,RU,60.26,37.98,49.69,67,1,11.14,clear sky,0.0,0
482,Buala,SB,-8.14,159.59,83.71,75,98,5.37,moderate rain,1.29,0
483,Antsohihy,MG,-14.88,47.99,70.27,84,100,11.79,overcast clouds,0.0,0
484,Charters Towers,AU,-20.1,146.27,72.77,59,81,9.35,broken clouds,0.0,0
485,Filadelfia,US,39.95,-75.16,75.2,69,75,7.52,broken clouds,0.0,0
486,Usinsk,RU,65.99,57.53,41.5,84,95,19.46,overcast clouds,0.0,0
487,Port-Cartier,CA,50.03,-66.87,53.01,87,75,9.17,broken clouds,0.0,0
488,Nybro,SE,56.74,15.91,60.01,93,6,4.7,clear sky,0.0,0
489,Simpang,ID,-1.27,104.08,87.06,64,94,5.14,overcast clouds,0.0,0
490,Urrao,CO,6.32,-76.13,55.99,98,100,1.28,light rain,0.31,0
491,Superior,US,46.72,-92.1,64.4,59,1,4.7,clear sky,0.0,0
492,Namatanai,PG,-3.67,152.43,84.65,69,30,2.95,light rain,0.14,0
493,Kryve Ozero,UA,47.95,30.35,65.71,90,48,10.16,scattered clouds,0.0,0
494,Mashhad,IR,36.3,59.61,82.4,15,0,4.7,clear sky,0.0,0
495,Innisfail,AU,-17.53,146.03,66.99,85,95,3.0,light rain,0.13,0
496,College,US,64.86,-147.8,60.8,77,75,4.7,broken clouds,0.0,0
497,Baneh,IR,36.0,45.89,68.2,31,0,4.63,clear sky,0.0,0
498,Key Largo,US,25.09,-80.45,82.0,77,87,8.99,light rain,0.21,0
499,Port Hardy,CA,50.7,-127.42,60.8,93,90,2.24,light rain,0.0,0
500,Berezovyy,RU,51.67,135.7,58.57,66,98,5.06,overcast clouds,0.0,0
501,Chipinge,ZW,-20.19,32.62,47.93,100,38,0.63,scattered clouds,0.0,0
502,Nuuk,GL,64.18,-51.72,33.8,89,55,1.7,broken clouds,0.0,0
503,Manutuke,NZ,-38.68,177.92,55.99,79,100,1.99,light rain,0.5,0
504,Palafrugell,ES,41.92,3.16,63.0,87,57,3.27,broken clouds,0.0,0
505,Tandil,AR,-37.32,-59.13,50.0,65,3,1.99,clear sky,0.0,0
506,Letlhakane,BW,-21.42,25.58,45.16,88,0,6.24,clear sky,0.0,0
507,Guozhen,CN,34.37,107.36,81.7,48,98,5.73,overcast clouds,0.0,0
508,Esso,RU,55.93,158.7,63.37,55,96,6.93,light rain,0.46,0
509,Tricase,IT,39.93,18.36,68.0,93,75,2.24,broken clouds,0.0,0
510,Oranjemund,NA,-28.55,16.43,58.64,60,0,2.71,clear sky,0.0,0
511,Bahia Honda,CU,22.9,-83.16,79.75,86,96,5.77,overcast clouds,0.0,0
512,Lexington Park,US,38.27,-76.45,71.6,83,75,8.14,light rain,0.25,0
513,San Felipe,VE,10.34,-68.74,72.27,92,99,1.34,overcast clouds,0.0,0
514,Mutoko,ZW,-17.4,32.23,50.77,88,87,3.51,overcast clouds,0.0,0
515,Parczew,PL,51.64,22.9,62.6,100,90,4.7,fog,0.0,0
516,Inuvik,CA,68.35,-133.72,48.2,93,90,6.93,overcast clouds,0.0,0
517,Senno,RU,59.53,33.92,55.78,72,0,8.01,clear sky,0.0,0
518,Bengkulu,ID,-3.8,102.27,84.09,63,24,3.96,few clouds,0.0,0
519,Domoni,KM,-12.26,44.53,73.78,81,100,17.81,light rain,0.25,0
520,Manaskent,RU,42.73,47.68,78.8,34,3,8.95,clear sky,0.0,0
521,Timberlake,US,37.32,-79.26,66.99,93,1,1.03,mist,0.0,0
522,Muros,ES,42.78,-9.06,59.0,92,64,1.01,broken clouds,0.0,0
523,Karatau,KZ,43.17,70.47,73.96,36,0,8.12,clear sky,0.0,0
524,Marawi,PH,8.0,124.29,84.0,79,16,5.99,moderate rain,2.13,0
525,Itaituba,BR,-4.28,-55.98,72.07,74,0,1.25,clear sky,0.0,0
526,Erzin,TR,36.96,36.2,70.0,89,4,1.39,clear sky,0.0,0
527,Xingyi,CN,24.19,102.82,75.13,70,66,8.28,broken clouds,0.0,0
528,Warrington,GB,53.39,-2.58,53.6,93,14,8.05,few clouds,0.0,0
529,Kenai,US,60.55,-151.26,55.4,66,1,9.17,clear sky,0.0,0
530,Bud,US,39.45,-86.18,75.0,81,15,3.13,few clouds,0.0,0
531,Vikramasingapuram,IN,8.71,77.39,87.8,70,40,6.93,haze,0.0,0
532,Bara,NG,10.37,10.73,72.75,90,86,10.2,overcast clouds,0.0,0
533,Uva,RU,56.99,52.19,63.0,65,23,3.0,few clouds,0.0,0
534,Kotelnikovo,RU,47.63,43.15,76.64,40,100,11.83,overcast clouds,0.0,0
535,Te Anau,NZ,-45.42,167.72,45.45,79,5,0.94,clear sky,0.0,0
536,Seoul,KR,37.57,126.98,84.2,51,40,6.93,scattered clouds,0.0,0
537,Tieling,CN,42.29,123.84,92.93,28,0,21.74,clear sky,0.0,0
538,Mo I Rana,NO,66.31,14.14,53.01,68,98,1.01,overcast clouds,0.0,0
539,Lazo,RU,43.38,133.9,65.55,61,89,6.35,overcast clouds,0.0,0
540,Gallup,US,35.53,-108.74,69.01,13,1,7.23,clear sky,0.0,0
541,Saint-Augustin,CA,51.23,-58.65,44.62,92,100,8.1,overcast clouds,0.0,0
542,Gijon,ES,43.54,-5.66,59.0,82,40,5.82,scattered clouds,0.0,0
543,Peterhead,GB,57.51,-1.8,54.0,100,90,2.24,fog,0.0,0
544,Poum,NC,-20.23,164.02,73.06,78,33,14.16,light rain,0.23,0
545,Zunyi,CN,27.69,106.91,78.58,76,90,13.31,light rain,0.16,0
546,The Valley,AI,18.22,-63.06,82.99,74,40,9.17,scattered clouds,0.0,0
547,Vodnyy,RU,63.5,53.41,43.57,63,100,12.33,overcast clouds,0.0,0
548,Kansanshi,ZM,-12.1,26.43,43.88,97,24,4.32,few clouds,0.0,0
549,Pocone,BR,-16.26,-56.62,72.36,62,54,5.68,broken clouds,0.0,0
550,Fairbanks,US,64.84,-147.72,60.8,72,90,4.7,overcast clouds,0.0,0
551,Vanavara,RU,60.34,102.28,75.76,32,4,6.42,clear sky,0.0,0
552,Redwater,US,33.36,-94.25,79.0,69,1,6.93,clear sky,0.0,0
553,Yulara,AU,-25.24,130.99,64.4,27,0,8.05,clear sky,0.0,0
554,Ahuimanu,US,21.44,-157.84,82.4,61,75,13.87,broken clouds,0.0,0
555,Bereda,ES,43.27,-7.54,57.0,1,28,1.01,scattered clouds,0.0,0
556,Lannion,FR,48.75,-3.42,55.4,93,23,5.82,few clouds,0.0,0
557,Ngunguru,NZ,-35.62,174.5,57.0,94,80,3.0,light rain,0.63,0
558,Oranjestad,AW,12.52,-70.03,82.4,83,40,25.28,scattered clouds,0.0,0
559,Uige,AO,-7.61,15.06,59.92,52,0,1.61,clear sky,0.0,0
560,Merauke,ID,-8.47,140.33,81.93,75,38,19.95,light rain,0.19,0
561,Igarka,RU,67.47,86.58,59.52,70,88,7.43,light rain,0.16,0
562,Rio Gallegos,AR,-51.62,-69.22,33.8,80,48,6.93,scattered clouds,0.0,0
563,Barabinsk,RU,55.36,78.36,45.12,88,94,8.19,light rain,0.19,0
564,Rahimatpur,IN,17.6,74.2,78.55,71,95,9.04,overcast clouds,0.0,0
565,Celano,IT,42.09,13.54,60.01,93,1,1.32,clear sky,0.0,0
566,Barra Do Garcas,BR,-15.89,-52.26,66.25,73,74,1.12,broken clouds,0.0,0
567,Vestmannaeyjar,IS,63.44,-20.27,50.45,92,100,24.92,moderate rain,1.28,0
568,Mount Isa,AU,-20.73,139.5,80.6,28,0,10.29,clear sky,0.0,0
569,Kathu,TH,7.92,98.33,86.0,74,40,6.93,scattered clouds,0.0,0
570,Trincomalee,LK,8.57,81.23,88.18,63,92,12.33,overcast clouds,0.0,0
571,Harper,LR,4.38,-7.72,77.72,74,100,3.65,overcast clouds,0.0,0
572,Sinnamary,GF,5.38,-52.95,78.08,87,13,7.45,light rain,0.39,0
573,Photharam,TH,13.69,99.85,96.01,50,97,4.63,overcast clouds,0.0,0
574,Setermoen,NO,68.86,18.35,48.2,70,53,13.87,broken clouds,0.0,0
575,Vallenar,CL,-28.57,-70.76,60.49,39,0,1.63,clear sky,0.0,0
576,Fortuna,US,40.6,-124.16,55.99,100,90,5.82,overcast clouds,0.0,0
577,Naze,JP,28.37,129.48,77.0,94,75,4.7,light intensity shower rain,0.0,0
578,Ekibastuz,KZ,51.67,75.37,54.88,46,24,13.0,light rain,0.11,0
579,Krasnovishersk,RU,60.41,57.08,51.37,89,100,12.48,overcast clouds,0.0,0
580,Sola,VU,-13.88,167.55,86.0,70,75,10.29,broken clouds,0.0,0
581,Santo Tomas,PH,14.11,121.14,91.0,74,75,6.93,broken clouds,0.0,0
582,Gravdal,NO,68.12,13.5,52.95,61,40,9.33,scattered clouds,0.0,0
583,Scarborough,GB,54.28,-0.4,57.0,88,3,4.0,clear sky,0.0,0
584,Batticaloa,LK,7.71,81.69,87.06,57,79,5.46,broken clouds,0.0,0
585,Manta,EC,-0.95,-80.73,73.33,82,40,6.58,scattered clouds,0.0,0
586,Kemijarvi,FI,66.71,27.43,49.95,59,5,4.12,clear sky,0.0,0
587,Hambantota,LK,6.12,81.12,87.8,70,20,14.99,few clouds,0.0,0
588,Kosice,SK,48.67,21.33,62.6,93,75,3.36,broken clouds,0.0,0
589,Kumertau,RU,52.77,55.78,61.81,60,0,7.67,clear sky,0.0,0
590,Raudeberg,NO,61.99,5.14,60.8,93,27,6.93,scattered clouds,0.0,0
591,Bandarbeyla,SO,9.49,50.81,84.85,55,100,27.74,overcast clouds,0.0,0
592,Forbes,AU,-33.38,148.02,64.0,66,80,3.0,light rain,0.33,0
593,Koumac,NC,-20.57,164.28,73.33,75,42,18.66,light rain,0.11,0
594,Arlit,NE,18.74,7.39,89.31,16,0,5.88,clear sky,0.0,0
595,Kieta,PG,-6.22,155.63,83.48,74,16,3.33,light rain,0.57,0
596,Zarubino,RU,42.63,131.09,60.19,87,76,9.93,broken clouds,0.0,0
597,Etchoropo,MX,26.77,-109.67,86.0,60,51,3.0,broken clouds,0.0,0
598,Ondangwa,NA,-17.92,15.95,50.0,66,51,4.7,broken clouds,0.0,0
599,Okha,RU,53.57,142.95,46.63,86,98,8.03,overcast clouds,0.0,0
600,Lasa,IT,46.62,10.7,39.2,100,75,1.12,broken clouds,0.0,0
601,Severnoye,RU,56.35,78.36,48.81,82,98,5.48,light rain,0.55,0
602,Herat,AF,34.5,62.0,77.0,20,0,3.36,clear sky,0.0,0
603,Chernukha,RU,55.6,43.76,65.82,81,43,6.82,scattered clouds,0.0,0
604,Contamana,PE,-7.33,-75.02,74.91,75,5,1.21,clear sky,0.0,0
605,Aksarka,RU,66.56,67.8,55.85,45,100,15.1,overcast clouds,0.0,0
606,Hit,IQ,33.64,42.83,80.96,39,0,13.96,clear sky,0.0,0
607,Svetlogorsk,BY,52.63,29.73,66.58,90,81,6.58,broken clouds,0.0,0
608,Honiara,SB,-9.43,159.95,87.8,70,40,9.17,shower rain,0.0,0
609,Asfi,MA,32.3,-9.24,65.37,83,0,14.61,clear sky,0.0,0
610,Silver City,US,32.77,-108.28,70.0,14,1,11.41,clear sky,0.0,0
611,Pascagoula,US,30.37,-88.56,73.4,88,1,4.05,clear sky,0.0,0
612,Tottori,JP,35.5,134.23,73.4,73,75,11.41,broken clouds,0.0,0
613,Iacu,BR,-12.77,-40.21,70.03,84,34,1.99,scattered clouds,0.0,0
614,Kamaishi,JP,39.27,141.88,77.0,47,40,10.29,scattered clouds,0.0,0
615,Wau,SS,7.7,28.0,70.54,91,86,4.18,overcast clouds,0.0,0
616,High Prairie,CA,55.43,-116.49,59.65,58,0,4.41,clear sky,0.0,0
617,Longjiang,CN,47.33,123.18,70.12,71,99,6.87,overcast clouds,0.0,0
618,Coihaique,CL,-45.58,-72.07,37.4,86,20,4.7,few clouds,0.0,0
619,Zhezkazgan,KZ,47.8,67.71,60.8,31,0,8.95,clear sky,0.0,0
620,Bambari,CF,5.77,20.68,70.97,92,100,1.63,light rain,0.44,0
621,Eureka,US,40.8,-124.16,55.99,100,99,3.51,overcast clouds,0.0,0
622,Houston,US,29.76,-95.36,81.0,74,40,8.05,scattered clouds,0.0,0
623,Nyurba,RU,63.28,118.33,80.62,34,19,3.42,few clouds,0.0,0
624,Methoni,GR,36.82,21.7,69.01,68,20,11.01,few clouds,0.0,0
625,Tete,MZ,-16.16,33.59,64.0,93,40,3.36,scattered clouds,0.0,0
626,Manggar,ID,-2.88,108.27,82.33,80,95,13.82,overcast clouds,0.0,0
627,Port Jervis,US,41.38,-74.69,66.99,26,99,2.21,overcast clouds,0.0,0
628,Zyryanka,RU,65.75,150.85,91.02,18,0,3.8,clear sky,0.0,0
629,Harwich,GB,51.94,1.28,57.0,88,92,8.39,overcast clouds,0.0,0
630,Sioux Lookout,CA,50.1,-91.92,50.0,93,40,3.62,scattered clouds,0.0,0
631,Waipawa,NZ,-41.41,175.52,57.0,92,100,10.16,light rain,0.22,0
632,Dolinsk,RU,47.35,142.8,51.8,71,75,17.9,broken clouds,0.0,0
